accident_index,accident_date,day_of_week,junction_control,junction_detail,accident_severity,light_conditions,local_authority,carriageway_hazards,number_of_casualties,number_of_vehicles,police_force,road_surface_conditions,road_type,speed_limit,urban_or_rural_area,weather_conditions,vehicle_type
BS0000775,2021-06-03 07:20:00,Wednesday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,3,4,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000776,2021-06-04 08:40:00,Thursday,Give way or uncontrolled,Crossroads,Serious,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000777,2021-06-04 19:15:00,Thursday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000778,2021-06-05 21:30:00,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000779,2021-06-05 16:15:00,Friday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000780,2021-06-10 23:53:00,Wednesday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Dual carriageway,30,Urban,Raining no high winds,Car
BS0000781,2021-06-04 14:10:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000782,2021-06-10 10:40:00,Wednesday,Give way or uncontrolled,Roundabout,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000783,2021-06-11 21:30:00,Thursday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000784,2021-06-12 08:30:00,Friday,Give way or uncontrolled,Roundabout,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000785,2021-06-12 18:45:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000786,2021-06-12 16:44:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Agricultural vehicle
BS0000787,2021-06-14 09:00:00,Sunday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,2,3,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000788,2021-06-15 08:04:00,Monday,Auto traffic signal,Crossroads,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000789,2021-06-02 07:00:00,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000790,2021-06-16 17:10:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000791,2021-06-16 22:34:00,Tuesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000792,2021-06-18 10:25:00,Thursday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000793,2021-06-19 09:00:00,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000794,2021-06-19 18:00:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000795,2021-06-22 09:00:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000796,2021-06-23 22:50:00,Tuesday,Give way or uncontrolled,Roundabout,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000797,2021-06-23 13:20:00,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000798,2021-06-25 08:38:00,Thursday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000799,2021-06-22 11:00:00,Monday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000800,2021-06-26 16:16:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000801,2021-06-29 14:55:00,Monday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000802,2021-06-30 19:06:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000803,2021-06-30 08:45:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000804,2021-06-29 06:30:00,Monday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000805,2021-07-14 18:26:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000806,2021-07-14 12:37:00,Tuesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000807,2021-07-01 20:00:00,Wednesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,2,1,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000808,2021-07-14 16:04:00,Tuesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Other vehicle
BS0000809,2021-07-17 23:26:00,Friday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000810,2021-07-22 19:00:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000811,2021-07-22 14:33:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000812,2021-07-24 23:55:00,Friday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000813,2021-07-24 09:30:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000814,2021-07-25 16:57:00,Saturday,Auto traffic signal,Roundabout,Slight,Daylight,City of London,,1,1,City of London,Dry,Roundabout,30,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000815,2021-07-25 22:18:00,Saturday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000816,2021-07-27 17:30:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000817,2021-07-29 13:50:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000818,2021-07-13 06:53:00,Monday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000819,2021-07-29 15:22:00,Wednesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000820,2021-07-25 17:40:00,Saturday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,2,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000821,2021-07-30 16:00:00,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000822,2021-07-31 14:10:00,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000823,2021-07-30 14:52:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000824,2021-07-01 01:00:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,Southwark,,2,1,Metropolitan Police,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000825,2021-07-06 09:22:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000826,2021-07-07 14:50:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Dual carriageway,30,Urban,Raining no high winds,Car
BS0000827,2021-07-07 18:44:00,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Hackney,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000828,2021-07-08 10:20:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000829,2021-07-08 09:20:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000830,2021-07-10 15:55:00,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000831,2021-07-10 18:10:00,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000832,2021-07-12 02:51:00,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Taxi/Private hire car
BS0000833,2021-08-06 18:30:00,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Dual carriageway,30,Urban,Raining no high winds,Car
BS0000834,2021-08-09 18:59:00,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000835,2021-08-10 17:13:00,Monday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Other vehicle
BS0000836,2021-08-10 18:01:00,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000837,2021-08-10 08:34:00,Monday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000838,2021-08-11 08:38:00,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,4,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000839,2021-08-11 09:10:00,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,3,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000840,2021-08-16 19:33:00,Sunday,Auto traffic signal,T or staggered junction,Slight,Daylight,Tower Hamlets,,1,1,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000841,2021-08-18 08:20:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,,3,4,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000842,2021-08-25 16:38:00,Tuesday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000843,2021-08-14 15:00:00,Friday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000844,2021-08-30 05:37:00,Sunday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000845,2021-09-10 11:00:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Taxi/Private hire car
BS0000846,2021-10-01 13:40:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000847,2021-09-28 09:00:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000848,2021-09-14 14:55:00,Monday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000849,2021-09-03 12:33:00,Thursday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,4,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000850,2021-09-08 19:34:00,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000851,2021-09-08 09:40:00,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Agricultural vehicle
BS0000852,2021-09-10 09:27:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000853,2021-09-09 18:40:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000854,2021-09-22 08:43:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000855,2021-09-24 08:35:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,Pedestrian in carriageway - not injured,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000856,2021-09-04 19:42:00,Friday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,2,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000857,2021-09-23 09:39:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000858,2021-09-27 06:01:00,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000859,2021-09-28 18:20:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000860,2021-09-25 19:30:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000861,2021-09-25 01:53:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Taxi/Private hire car
BS0000862,2021-09-24 17:17:00,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000863,2021-09-22 06:15:00,Tuesday,Auto traffic signal,T or staggered junction,Fatal,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000864,2021-09-21 12:20:00,Monday,Auto traffic signal,T or staggered junction,Fatal,Daylight,City of London,,1,3,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle over 500cc
BS0000865,2021-09-19 13:03:00,Saturday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000866,2021-09-17 13:19:00,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000867,2021-09-15 19:00:00,Tuesday,Give way or uncontrolled,More than 4 arms (not roundabout),Fatal,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining + high winds,Car
BS0000868,2021-09-15 17:34:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000869,2021-09-08 08:45:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000870,2021-09-05 06:06:00,Saturday,Auto traffic signal,Crossroads,Fatal,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000871,2021-09-02 19:00:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,City of London,,1,2,City of London,Wet or damp,Dual carriageway,30,Urban,Raining no high winds,Car
BS0000872,2021-10-28 09:14:00,Wednesday,Auto traffic signal,Crossroads,Fatal,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000873,2021-10-22 12:26:00,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000874,2021-10-29 09:04:00,Thursday,Auto traffic signal,T or staggered junction,Fatal,Daylight,City of London,,2,4,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000875,2021-10-26 09:56:00,Monday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000876,2021-10-23 16:50:00,Friday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000877,2021-10-29 19:32:00,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000878,2021-10-28 08:03:00,Wednesday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000879,2021-10-21 13:05:00,Wednesday,Give way or uncontrolled,Private drive or entrance,Serious,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000880,2021-10-20 17:45:00,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000881,2021-10-30 08:50:00,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000882,2021-10-20 09:10:00,Tuesday,Give way or uncontrolled,Crossroads,Serious,Daylight,Hackney,,1,2,Metropolitan Police,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000883,2021-10-16 12:45:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000884,2021-10-15 20:40:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000885,2021-10-08 18:23:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000886,2021-10-08 14:30:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000887,2021-10-07 18:33:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000888,2021-10-06 08:20:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000889,2021-10-05 10:07:00,Monday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000890,2021-10-05 16:10:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,Pedestrian in carriageway - not injured,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000891,2021-10-02 23:40:00,Friday,Give way or uncontrolled,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000892,2021-10-01 08:10:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000893,2021-10-01 06:40:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000894,2021-11-04 13:14:00,Wednesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000895,2021-11-01 02:35:00,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000896,2021-12-26 11:43:00,Saturday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000897,2021-12-31 13:32:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000898,2021-12-18 11:30:00,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000899,2021-12-08 14:15:00,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000900,2021-12-16 10:03:00,Wednesday,Give way or uncontrolled,Slip road,Slight,Daylight,City of London,,1,1,City of London,Snow,Single carriageway,30,Urban,Snowing no high winds,Car
BS0000901,2021-12-17 08:52:00,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over
BS0000902,2021-12-14 15:10:00,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000903,2021-12-11 20:40:00,Friday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000904,2021-12-23 22:45:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,5,2,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Taxi/Private hire car
BS0000905,2021-12-23 18:48:00,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over
BS0000906,2021-12-12 11:09:00,Saturday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000907,2021-12-10 21:00:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,One way street,30,Urban,Fine no high winds,Car
BS0000908,2021-12-02 16:00:00,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000909,2021-12-17 17:10:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000910,2021-12-02 08:55:00,Wednesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000911,2021-12-03 08:25:00,Thursday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Dual carriageway,30,Urban,Fine no high winds,Car
BS0000912,2021-12-08 16:59:00,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,2,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Car
BS0000913,2021-12-03 09:30:00,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,Urban,Raining no high winds,Car
BS0000914,2021-12-10 05:15:00,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,Urban,Fine no high winds,Car
BS0000915,2021-12-04 07:27:00,Friday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
