accident_index,accident_date,day_of_week,junction_control,junction_detail,accident_severity,light_conditions,local_authority,carriageway_hazards,number_of_casualties,number_of_vehicles,police_force,road_surface_conditions,road_type,speed_limit,time,urban_or_rural_area,weather_conditions,vehicle_type
BS0000737,,Tuesday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,20:10,Urban,Fine no high winds,Car
BS0000738,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,8:26,Urban,Raining no high winds,Car
BS0000739,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,17:46,Urban,Fine no high winds,Motorcycle over 500cc
BS0000740,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,10:05,Urban,Raining no high winds,Car
BS0000741,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,9:00,Urban,Raining no high winds,Goods 7.5 tonnes mgw and over
BS0000742,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,12:45,Urban,Raining no high winds,Car
BS0000743,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,16:30,Urban,Fine no high winds,Car
BS0000744,,Thursday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,5:50,Urban,Fine no high winds,Car
BS0000745,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,2,2,City of London,Dry,Single carriageway,30,21:27,Urban,Fine no high winds,Car
BS0000746,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,18:00,Urban,Fine no high winds,Car
BS0000747,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,8:31,Urban,Fine no high winds,Car
BS0000748,,Thursday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,15:18,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000749,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,9:00,Urban,Fine no high winds,Car
BS0000750,,Wednesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,11:50,Urban,Fine no high winds,Car
BS0000751,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,10:20,Urban,Fine no high winds,Car
BS0000752,,Friday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Car
BS0000753,,Thursday,Auto traffic signal,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,8:15,Urban,Fine no high winds,Car
BS0000754,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,Hackney,,1,2,Metropolitan Police,Dry,Single carriageway,30,8:30,Urban,Fine no high winds,Car
BS0000755,,Saturday,Auto traffic signal,Crossroads,Fatal,Daylight,City of London,,2,1,City of London,Dry,Dual carriageway,30,10:36,Urban,Fine no high winds,Car
BS0000756,,Saturday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,19:45,Urban,Fine no high winds,Car
BS0000757,,Tuesday,Auto traffic signal,Crossroads,Fatal,Daylight,Tower Hamlets,,1,2,Metropolitan Police,Dry,Dual carriageway,30,7:44,Urban,Fine no high winds,Car
BS0000758,,Tuesday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,15:59,Urban,Fine no high winds,Car
BS0000759,,Saturday,Give way or uncontrolled,Roundabout,Fatal,Daylight,City of London,,1,2,City of London,Dry,Roundabout,30,14:00,Urban,Fine no high winds,Car
BS0000760,,Tuesday,Auto traffic signal,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Wet or damp,Dual carriageway,30,9:15,Urban,Raining no high winds,Motorcycle over 125cc and up to 500cc
BS0000761,,Friday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,17:10,Urban,Fine no high winds,Agricultural vehicle
BS0000762,,Friday,Auto traffic signal,Crossroads,Fatal,Daylight,Camden,,1,1,Metropolitan Police,Wet or damp,Single carriageway,30,6:55,Urban,Fog or mist,Car
BS0000763,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,8:40,Urban,Fine no high winds,Car
BS0000764,,Wednesday,Auto traffic signal,T or staggered junction,Fatal,Daylight,City of London,,1,1,City of London,Dry,One way street,30,17:39,Urban,Fine no high winds,Car
BS0000765,,Wednesday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,8:55,Urban,Fine no high winds,Car
BS0000766,,Tuesday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,One way street,30,18:58,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000767,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,12:41,Urban,Fine no high winds,Car
BS0000768,,Monday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,18:55,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000769,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,8:00,Urban,Fine no high winds,Car
BS0000770,,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,2,1,City of London,Dry,Single carriageway,30,17:14,Urban,Fine no high winds,Car
BS0000771,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,7:04,Urban,Fine no high winds,Car
BS0000772,,Sunday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,3,City of London,Dry,Single carriageway,30,3:00,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000773,,Monday,Give way or uncontrolled,Roundabout,Slight,Daylight,City of London,,1,2,City of London,Dry,Roundabout,30,13:55,Urban,Fine no high winds,Car
BS0000774,,Monday,Give way or uncontrolled,Crossroads,Serious,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,13:43,Urban,Fine no high winds,Car
BS0000775,,Wednesday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,3,4,City of London,Dry,Dual carriageway,30,7:20,Urban,Fine no high winds,Car
BS0000776,,Thursday,Give way or uncontrolled,Crossroads,Serious,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,8:40,Urban,Fine no high winds,Car
BS0000777,,Thursday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,19:15,Urban,Fine no high winds,Car
BS0000778,,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,21:30,Urban,Fine no high winds,Goods 7.5 tonnes mgw and over
BS0000779,,Friday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,16:15,Urban,Fine no high winds,Car
BS0000780,,Wednesday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Dual carriageway,30,23:53,Urban,Raining no high winds,Car
BS0000781,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,14:10,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000782,,Wednesday,Give way or uncontrolled,Roundabout,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,10:40,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000783,,Thursday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,21:30,Urban,Fine no high winds,Car
BS0000784,,Friday,Give way or uncontrolled,Roundabout,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,8:30,Urban,Fine no high winds,Car
BS0000785,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,18:45,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000786,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,16:44,Urban,Fine no high winds,Agricultural vehicle
BS0000787,,Sunday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,2,3,City of London,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
BS0000788,,Monday,Auto traffic signal,Crossroads,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,8:04,Urban,Fine no high winds,Car
BS0000789,,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,7:00,Urban,Fine no high winds,Car
BS0000790,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,17:10,Urban,Fine no high winds,Car
BS0000791,,Tuesday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,22:34,Urban,Fine no high winds,Car
BS0000792,,Thursday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,10:25,Urban,Fine no high winds,Car
BS0000793,,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Dual carriageway,30,9:00,Urban,Fine no high winds,Car
BS0000794,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,18:00,Urban,Fine no high winds,Car
BS0000795,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
BS0000796,,Tuesday,Give way or uncontrolled,Roundabout,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,22:50,Urban,Fine no high winds,Car
BS0000797,,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,13:20,Urban,Fine no high winds,Car
BS0000798,,Thursday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,8:38,Urban,Fine no high winds,Motorcycle over 500cc
BS0000799,,Monday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Motorcycle over 500cc
BS0000800,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,16:16,Urban,Fine no high winds,Car
BS0000801,,Monday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,14:55,Urban,Fine no high winds,Car
BS0000802,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,19:06,Urban,Fine no high winds,Car
BS0000803,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,8:45,Urban,Fine no high winds,Car
BS0000804,,Monday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,6:30,Urban,Fine no high winds,Car
BS0000805,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,18:26,Urban,Raining no high winds,Car
BS0000806,,Tuesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,12:37,Urban,Fine no high winds,Car
BS0000807,,Wednesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,2,1,City of London,Dry,Dual carriageway,30,20:00,Urban,Fine no high winds,Motorcycle over 500cc
BS0000808,,Tuesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,16:04,Urban,Fine no high winds,Other vehicle
BS0000809,,Friday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,23:26,Urban,Fine no high winds,Car
BS0000810,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,19:00,Urban,Fine no high winds,Car
BS0000811,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,14:33,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000812,,Friday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,23:55,Urban,Fine no high winds,Car
BS0000813,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,9:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000814,,Saturday,Auto traffic signal,Roundabout,Slight,Daylight,City of London,,1,1,City of London,Dry,Roundabout,30,16:57,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000815,,Saturday,Auto traffic signal,Crossroads,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,22:18,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000816,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,17:30,Urban,Fine no high winds,Car
BS0000817,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,13:50,Urban,Fine no high winds,Car
BS0000818,,Monday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,6:53,Urban,Fine no high winds,Car
BS0000819,,Wednesday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,15:22,Urban,Raining no high winds,Car
BS0000820,,Saturday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,2,2,City of London,Dry,Dual carriageway,30,17:40,Urban,Fine no high winds,Motorcycle over 125cc and up to 500cc
BS0000821,,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,16:00,Urban,Fine no high winds,Car
BS0000822,,Friday,Auto traffic signal,More than 4 arms (not roundabout),Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,14:10,Urban,Fine no high winds,Car
BS0000823,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,14:52,Urban,Fine no high winds,Car
BS0000824,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Darkness - lights lit,Southwark,,2,1,Metropolitan Police,Dry,Dual carriageway,30,1:00,Urban,Fine no high winds,Car
BS0000825,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,9:22,Urban,Fine no high winds,Car
BS0000826,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Dual carriageway,30,14:50,Urban,Raining no high winds,Car
BS0000827,,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,Hackney,,1,2,Metropolitan Police,Wet or damp,Single carriageway,30,18:44,Urban,Fine no high winds,Car
BS0000828,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,10:20,Urban,Fine no high winds,Car
BS0000829,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,9:20,Urban,Fine no high winds,Car
BS0000830,,Friday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,15:55,Urban,Fine no high winds,Car
BS0000831,,Friday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,18:10,Urban,Fine no high winds,Car
BS0000832,,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,2:51,Urban,Raining no high winds,Taxi/Private hire car
BS0000833,,Thursday,Give way or uncontrolled,Private drive or entrance,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Dual carriageway,30,18:30,Urban,Raining no high winds,Car
BS0000834,,Sunday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,18:59,Urban,Fine no high winds,Motorcycle over 500cc
BS0000835,,Monday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,17:13,Urban,Fine no high winds,Other vehicle
BS0000836,,Monday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,18:01,Urban,Fine no high winds,Car
BS0000837,,Monday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,8:34,Urban,Fine no high winds,Car
BS0000838,,Tuesday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,4,2,City of London,Dry,Single carriageway,30,8:38,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000839,,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,3,City of London,Dry,Single carriageway,30,9:10,Urban,Fine no high winds,Car
BS0000840,,Sunday,Auto traffic signal,T or staggered junction,Slight,Daylight,Tower Hamlets,,1,1,Metropolitan Police,Dry,Single carriageway,30,19:33,Urban,Fine no high winds,Car
BS0000841,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,,3,4,City of London,Dry,Dual carriageway,30,8:20,Urban,Fine no high winds,Car
BS0000842,,Tuesday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,16:38,Urban,Fine no high winds,Car
BS0000843,,Friday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,15:00,Urban,Fine no high winds,Car
BS0000844,,Sunday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,5:37,Urban,Fine no high winds,Goods over 3.5t. and under 7.5t
BS0000845,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,11:00,Urban,Fine no high winds,Taxi/Private hire car
BS0000846,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,13:40,Urban,Fine no high winds,Car
BS0000847,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,9:00,Urban,Fine no high winds,Car
BS0000848,,Monday,Auto traffic signal,Crossroads,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,14:55,Urban,Fine no high winds,Car
BS0000849,,Thursday,Give way or uncontrolled,Crossroads,Slight,Daylight,City of London,,4,1,City of London,Dry,Single carriageway,30,12:33,Urban,Fine no high winds,Car
BS0000850,,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,19:34,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000851,,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,9:40,Urban,Fine no high winds,Agricultural vehicle
BS0000852,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,9:27,Urban,Fine no high winds,Motorcycle over 500cc
BS0000853,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,18:40,Urban,Fine no high winds,Car
BS0000854,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,8:43,Urban,Fine no high winds,Motorcycle over 500cc
BS0000855,,Thursday,Data missing or out of range,Not at junction or within 20 metres,Serious,Daylight,City of London,Pedestrian in carriageway - not injured,1,1,City of London,Dry,Single carriageway,30,8:35,Urban,Fine no high winds,Car
BS0000856,,Friday,Auto traffic signal,T or staggered junction,Slight,Darkness - lights lit,City of London,,2,1,City of London,Dry,Single carriageway,30,19:42,Urban,Fine no high winds,Motorcycle over 500cc
BS0000857,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,9:39,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000858,,Sunday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,6:01,Urban,Fine no high winds,Car
BS0000859,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,18:20,Urban,Fine no high winds,Car
BS0000860,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Dual carriageway,30,19:30,Urban,Fine no high winds,Bus or coach (17 or more pass seats)
BS0000861,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,1,City of London,Dry,Single carriageway,30,1:53,Urban,Fine no high winds,Taxi/Private hire car
BS0000862,,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,17:17,Urban,Fine no high winds,Car
BS0000863,,Tuesday,Auto traffic signal,T or staggered junction,Fatal,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,6:15,Urban,Fine no high winds,Car
BS0000864,,Monday,Auto traffic signal,T or staggered junction,Fatal,Daylight,City of London,,1,3,City of London,Dry,Single carriageway,30,12:20,Urban,Fine no high winds,Motorcycle over 500cc
BS0000865,,Saturday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,13:03,Urban,Fine no high winds,Car
BS0000866,,Thursday,Auto traffic signal,More than 4 arms (not roundabout),Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,13:19,Urban,Fine no high winds,Car
BS0000867,,Tuesday,Give way or uncontrolled,More than 4 arms (not roundabout),Fatal,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,19:00,Urban,Raining + high winds,Car
BS0000868,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,17:34,Urban,Raining no high winds,Car
BS0000869,,Tuesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,8:45,Urban,Fine no high winds,Car
BS0000870,,Saturday,Auto traffic signal,Crossroads,Fatal,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,6:06,Urban,Fine no high winds,Car
BS0000871,,Wednesday,Data missing or out of range,Not at junction or within 20 metres,Fatal,Daylight,City of London,,1,2,City of London,Wet or damp,Dual carriageway,30,19:00,Urban,Raining no high winds,Car
BS0000872,,Wednesday,Auto traffic signal,Crossroads,Fatal,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,9:14,Urban,Fine no high winds,Car
BS0000873,,Thursday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,12:26,Urban,Fine no high winds,Car
BS0000874,,Thursday,Auto traffic signal,T or staggered junction,Fatal,Daylight,City of London,,2,4,City of London,Dry,Dual carriageway,30,9:04,Urban,Fine no high winds,Car
BS0000875,,Monday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,9:56,Urban,Fine no high winds,Motorcycle 125cc and under
BS0000876,,Friday,Give way or uncontrolled,T or staggered junction,Fatal,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,16:50,Urban,Fine no high winds,Car
BS0000877,,Thursday,Give way or uncontrolled,T or staggered junction,Serious,Darkness - lights lit,City of London,,1,2,City of London,Dry,Dual carriageway,30,19:32,Urban,Fine no high winds,Car
BS0000878,,Wednesday,Auto traffic signal,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,8:03,Urban,Fine no high winds,Car
BS0000879,,Wednesday,Give way or uncontrolled,Private drive or entrance,Serious,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,13:05,Urban,Raining no high winds,Car
BS0000880,,Tuesday,Give way or uncontrolled,T or staggered junction,Serious,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,17:45,Urban,Fine no high winds,Car
BS0000881,,Friday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Dry,Single carriageway,30,8:50,Urban,Fine no high winds,Car
BS0000882,,Tuesday,Give way or uncontrolled,Crossroads,Serious,Daylight,Hackney,,1,2,Metropolitan Police,Dry,Single carriageway,30,9:10,Urban,Fine no high winds,Car
BS0000883,,Friday,Data missing or out of range,Not at junction or within 20 metres,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,12:45,Urban,Fine no high winds,Car
BS0000884,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Dry,Single carriageway,30,20:40,Urban,Fine no high winds,Car
BS0000885,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Dual carriageway,30,18:23,Urban,Fine no high winds,Car
BS0000886,,Thursday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Dry,Single carriageway,30,14:30,Urban,Fine no high winds,Van / Goods 3.5 tonnes mgw or under
BS0000887,,Wednesday,Give way or uncontrolled,T or staggered junction,Slight,Darkness - lights lit,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,18:33,Urban,Raining no high winds,Car
BS0000888,,Tuesday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,,1,2,City of London,Wet or damp,Single carriageway,30,8:20,Urban,Fine no high winds,Car
BS0000889,,Monday,Auto traffic signal,T or staggered junction,Slight,Daylight,City of London,,1,1,City of London,Wet or damp,Single carriageway,30,10:07,Urban,Raining no high winds,Car
BS0000890,,Monday,Give way or uncontrolled,T or staggered junction,Slight,Daylight,City of London,Pedestrian in carriageway - not injured,1,1,City of London,Wet or damp,Single carriageway,30,16:10,Urban,Fine no high winds,Car
